CustomerID,FirstName,LastName,Company,City,State,Country,Region,PostalCode,Phone,Email,InvoiceID,InvoiceDate,UnitPrice,Quantity,Artist,Album,Track,Composer,Milliseconds,Bytes,MediaType,Genre,Sales
14,Mark,Philips,Telus,Edmonton,AB,Canada,North  America,T6G 2C7,+1 (780) 434-4554,mphilips12@shaw.ca,4,1/6/08,0.99,3,AntÃ´nio Carlos Jobim,Warner 25 Anos,Angela,null,"169,508",5.57M,MPEG audio file,Jazz,2.97
14,Mark,Philips,Telus,Edmonton,AB,Canada,North  America,T6G 2C7,+1 (780) 434-4554,mphilips12@shaw.ca,4,1/6/08,0.99,3,Apocalyptica,Plays Metallica By Four Cellos,Welcome Home (Sanitarium),Apocalyptica,"350,197",11.41M,MPEG audio file,Metal,2.97
14,Mark,Philips,Telus,Edmonton,AB,Canada,North  America,T6G 2C7,+1 (780) 434-4554,mphilips12@shaw.ca,4,1/6/08,0.99,5,Alanis Morissette,Jagged Little Pill,Right Through You,Alanis Morissette & Glenn Ballard,"176,117",5.79M,MPEG audio file,Rock,4.95
14,Mark,Philips,Telus,Edmonton,AB,Canada,North  America,T6G 2C7,+1 (780) 434-4554,mphilips12@shaw.ca,4,1/6/08,0.99,3,Alice In Chains,Facelift,Bleed The Freak,Jerry Cantrell,"241,946",7.85M,MPEG audio file,Rock,2.97
14,Mark,Philips,Telus,Edmonton,AB,Canada,North  America,T6G 2C7,+1 (780) 434-4554,mphilips12@shaw.ca,4,1/6/08,0.99,5,AntÃ´nio Carlos Jobim,Warner 25 Anos,Por Causa De VocÃª,null,"169,900",5.54M,MPEG audio file,Jazz,4.95
14,Mark,Philips,Telus,Edmonton,AB,Canada,North  America,T6G 2C7,+1 (780) 434-4554,mphilips12@shaw.ca,4,1/6/08,0.99,2,Apocalyptica,Plays Metallica By Four Cellos,Master Of Puppets,Apocalyptica,"436,453",14.38M,MPEG audio file,Metal,1.98
14,Mark,Philips,Telus,Edmonton,AB,Canada,North  America,T6G 2C7,+1 (780) 434-4554,mphilips12@shaw.ca,4,1/6/08,0.99,1,Audioslave,Audioslave,Set It Off,Audioslave/Chris Cornell,"263,262",6.32M,MPEG audio file,Rock,0.99
14,Mark,Philips,Telus,Edmonton,AB,Canada,North  America,T6G 2C7,+1 (780) 434-4554,mphilips12@shaw.ca,4,1/6/08,0.99,5,Alanis Morissette,Jagged Little Pill,Not The Doctor,Alanis Morissette & Glenn Ballard,"227,631",7.60M,MPEG audio file,Rock,4.95
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,5,1/11/08,0.99,4,Audioslave,Out Of Exile,Your Time Has Come,"Cornell, Commerford, Morello, Wilk","255,529",8.27M,MPEG audio file,Alternative & Punk,3.96
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,5,1/11/08,0.99,3,BackBeat,BackBeat Soundtrack,Rock 'N' Roll Music,Chuck Berry,"141,923",2.28M,MPEG audio file,Rock And Roll,2.97
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,5,1/11/08,0.99,1,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Super Terrorizer,null,"319,373",10.51M,MPEG audio file,Metal,0.99
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,5,1/11/08,0.99,2,Black Sabbath,Black Sabbath,Evil Woman,null,"204,930",6.66M,MPEG audio file,Metal,1.98
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,5,1/11/08,0.99,2,Body Count,Body Count,Bowels Of The Devil,null,"223,216",7.32M,MPEG audio file,Alternative & Punk,1.98
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,5,1/11/08,0.99,4,Bruce Dickinson,Chemical Wedding,Jerusalem,Roy Z,"402,390",13.19M,MPEG audio file,Metal,3.96
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,5,1/11/08,0.99,5,Caetano Veloso,Prenda Minha,MeditaÃ§Ã£o,Tom Jobim - Newton MendoÃ§a,"148,793",4.87M,MPEG audio file,Latin,4.95
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,5,1/11/08,0.99,4,Audioslave,Out Of Exile,Dandelion,"Cornell, Commerford, Morello, Wilk","278,125",9.00M,MPEG audio file,Alternative & Punk,3.96
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,5,1/11/08,0.99,2,Billy Cobham,The Best Of Billy Cobham,Moon germs,Billy Cobham,"294,060",9.71M,MPEG audio file,Jazz,1.98
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,5,1/11/08,0.99,3,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Heart Of Gold,null,"194,873",6.42M,MPEG audio file,Metal,2.97
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,5,1/11/08,0.99,4,Black Sabbath,Black Sabbath Vol. 4 (Remaster),Cornucopia,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne","234,814",7.65M,MPEG audio file,Metal,3.96
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,5,1/11/08,0.99,2,Body Count,Body Count,Body Count Anthem,null,"166,426",5.46M,MPEG audio file,Alternative & Punk,1.98
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,5,1/11/08,0.99,2,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,When My Left Eye Jumps,Al Perkins/Willie Dixon,"235,311",7.69M,MPEG audio file,Blues,1.98
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,5,1/11/08,0.99,5,Caetano Veloso,Prenda Minha,Esse Cara,Caetano Veloso,"223,111",7.22M,MPEG audio file,Latin,4.95
37,Fynn,Zimmermann,null,Frankfurt,null,Germany,Europe,60316,+49 069 40598889,fzimmermann@yahoo.de,6,1/19/08,0.99,2,Chico Buarque,Minha Historia,"Bye, Bye Brasil",null,"283,402",9.50M,MPEG audio file,Latin,1.98
40,Dominique,Lefebvre,null,Paris,null,France,Europe,75002,+33 01 47 42 71 71,dominiquelefebvre@gmail.com,8,2/1/08,0.99,3,Chico Buarque,Minha Historia,Morena De Angola,null,"186,801",6.37M,MPEG audio file,Latin,2.97
38,Niklas,Schroeder,null,Berlin,null,Germany,Europe,10779,+49 030 2141444,nschroder@surfeu.de,7,2/1/08,0.99,1,Chico Buarque,Minha Historia,Atras Da Porta,null,"189,675",6.13M,MPEG audio file,Latin,0.99
40,Dominique,Lefebvre,null,Paris,null,France,Europe,75002,+33 01 47 42 71 71,dominiquelefebvre@gmail.com,8,2/1/08,0.99,1,Chico Buarque,Minha Historia,A Banda,null,"132,493",4.35M,MPEG audio file,Latin,0.99
38,Niklas,Schroeder,null,Berlin,null,Germany,Europe,10779,+49 030 2141444,nschroder@surfeu.de,7,2/1/08,0.99,2,Chico Buarque,Minha Historia,Tatuagem,null,"172,120",5.65M,MPEG audio file,Latin,1.98
42,Wyatt,Girard,null,Bordeaux,null,France,Europe,33000,+33 05 56 96 96 96,wyatt.girard@yahoo.fr,9,2/2/08,0.99,5,Chico Buarque,Minha Historia,Gota D'Ã¡gua,null,"153,208",5.07M,MPEG audio file,Latin,4.95
42,Wyatt,Girard,null,Bordeaux,null,France,Europe,33000,+33 05 56 96 96 96,wyatt.girard@yahoo.fr,9,2/2/08,0.99,2,Chico Buarque,Minha Historia,Com AÃ§Ãºcar E Com Afeto,null,"175,386",5.85M,MPEG audio file,Latin,1.98
42,Wyatt,Girard,null,Bordeaux,null,France,Europe,33000,+33 05 56 96 96 96,wyatt.girard@yahoo.fr,9,2/2/08,0.99,5,Chico Buarque,Minha Historia,Trocando Em MiÃºdos,null,"169,717",5.46M,MPEG audio file,Latin,4.95
42,Wyatt,Girard,null,Bordeaux,null,France,Europe,33000,+33 05 56 96 96 96,wyatt.girard@yahoo.fr,9,2/2/08,0.99,1,Chico Buarque,Minha Historia,Meu Caro Amigo,null,"260,257",8.78M,MPEG audio file,Latin,0.99
46,Hugh,O'Reilly,null,Dublin,Dublin,Ireland,Europe,null,+353 01 6792424,hughoreilly@apple.ie,10,2/3/08,0.99,5,Chico Science & NaÃ§Ã£o Zumbi,Afrociberdelia,Etnia,Chico Science,"152,555",5.06M,MPEG audio file,Latin,4.95
46,Hugh,O'Reilly,null,Dublin,Dublin,Ireland,Europe,null,+353 01 6792424,hughoreilly@apple.ie,10,2/3/08,0.99,5,Chico Science & NaÃ§Ã£o Zumbi,Afrociberdelia,Sobremesa,Chico Science,"240,091",7.96M,MPEG audio file,Latin,4.95
46,Hugh,O'Reilly,null,Dublin,Dublin,Ireland,Europe,null,+353 01 6792424,hughoreilly@apple.ie,10,2/3/08,0.99,4,Chico Science & NaÃ§Ã£o Zumbi,Afrociberdelia,Amor De Muito,Chico Science,"175,333",5.88M,MPEG audio file,Latin,3.96
46,Hugh,O'Reilly,null,Dublin,Dublin,Ireland,Europe,null,+353 01 6792424,hughoreilly@apple.ie,10,2/3/08,0.99,5,Chico Science & NaÃ§Ã£o Zumbi,Afrociberdelia,Samba Do Lado,Chico Science,"227,317",7.54M,MPEG audio file,Latin,4.95
46,Hugh,O'Reilly,null,Dublin,Dublin,Ireland,Europe,null,+353 01 6792424,hughoreilly@apple.ie,10,2/3/08,0.99,1,Chico Science & NaÃ§Ã£o Zumbi,Afrociberdelia,Sangue De Bairro,Chico Science,"132,231",4.42M,MPEG audio file,Latin,0.99
46,Hugh,O'Reilly,null,Dublin,Dublin,Ireland,Europe,null,+353 01 6792424,hughoreilly@apple.ie,10,2/3/08,0.99,4,Chico Science & NaÃ§Ã£o Zumbi,Afrociberdelia,Maracatu AtÃ´mico [Trip Hop],Chico Science,"221,492",7.38M,MPEG audio file,Latin,3.96
52,Emma,Jones,null,London,null,United Kingdom,Europe,N1 5LH,+44 020 7707 0707,emma_jones@hotmail.com,11,2/6/08,0.99,5,Chico Science & NaÃ§Ã£o Zumbi,Da Lama Ao Caos,Samba Makossa,null,"271,856",9.10M,MPEG audio file,Latin,4.95
52,Emma,Jones,null,London,null,United Kingdom,Europe,N1 5LH,+44 020 7707 0707,emma_jones@hotmail.com,11,2/6/08,0.99,5,Cidade Negra,AcÃºstico MTV [Live],Firmamento,Bino Farias/Da Gama/Henry Lawes/LazÃ£o/Toni Garrido/Winston Foser-Vers,"222,145",7.40M,MPEG audio file,Reggae,4.95
52,Emma,Jones,null,London,null,United Kingdom,Europe,N1 5LH,+44 020 7707 0707,emma_jones@hotmail.com,11,2/6/08,0.99,5,Cidade Negra,AcÃºstico MTV [Live],A Cor Do Sol,Bernardo Vilhena/Da Gama/LazÃ£o,"231,392",7.66M,MPEG audio file,Reggae,4.95
52,Emma,Jones,null,London,null,United Kingdom,Europe,N1 5LH,+44 020 7707 0707,emma_jones@hotmail.com,11,2/6/08,0.99,2,Cidade Negra,Cidade Negra - Hits,SÃ¡bado A Noite,Lulu Santos,"267,363",8.90M,MPEG audio file,Reggae,1.98
52,Emma,Jones,null,London,null,United Kingdom,Europe,N1 5LH,+44 020 7707 0707,emma_jones@hotmail.com,11,2/6/08,0.99,2,ClÃ¡udio Zoli,Na Pista,Livre Pra Viver,null,"214,595",7.11M,MPEG audio file,Latin,1.98
52,Emma,Jones,null,London,null,United Kingdom,Europe,N1 5LH,+44 020 7707 0707,emma_jones@hotmail.com,11,2/6/08,0.99,3,Chico Science & NaÃ§Ã£o Zumbi,Da Lama Ao Caos,Lixo Do Mangue,null,"193,253",6.53M,MPEG audio file,Latin,2.97
52,Emma,Jones,null,London,null,United Kingdom,Europe,N1 5LH,+44 020 7707 0707,emma_jones@hotmail.com,11,2/6/08,0.99,3,Cidade Negra,AcÃºstico MTV [Live],JÃ¡ Foi,Bino Farias/Da Gama/LazÃ£o/Toni Garrido,"221,544",7.39M,MPEG audio file,Reggae,2.97
52,Emma,Jones,null,London,null,United Kingdom,Europe,N1 5LH,+44 020 7707 0707,emma_jones@hotmail.com,11,2/6/08,0.99,5,Cidade Negra,Cidade Negra - Hits,Firmamento,Harry Lawes/Winston Foster-Vers,"225,488",7.51M,MPEG audio file,Reggae,4.95
52,Emma,Jones,null,London,null,United Kingdom,Europe,N1 5LH,+44 020 7707 0707,emma_jones@hotmail.com,11,2/6/08,0.99,4,ClÃ¡udio Zoli,Na Pista,Linha Do Equador,null,"244,715",8.12M,MPEG audio file,Latin,3.96
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,12,2/11/08,0.99,2,Led Zeppelin,BBC Sessions [Disc 1] [Live],Dazed and Confused,Jimmy Page,"401,920",13.04M,MPEG audio file,Rock,1.98
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,12,2/11/08,0.99,2,Frank Zappa & Captain Beefheart,Bongo Fury,Man With The Woman Head,Don Van Vliet,"88,894",2.92M,MPEG audio file,Rock,1.98
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,12,2/11/08,0.99,5,Marcos Valle,Chill: Brazil (Disc 1),VÃ´o Sobre o Horizonte,J.r.Bertami/Parana,"225,097",7.53M,MPEG audio file,Latin,4.95
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,12,2/11/08,0.99,3,Metallica,Garage Inc. (Disc 1),Die Die My Darling,Danzig,"149,315",4.87M,MPEG audio file,Metal,2.97
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,12,2/11/08,0.99,3,AntÃ´nio Carlos Jobim,Chill: Brazil (Disc 2),Tanto Tempo,VÃ¡rios,"170,292",5.57M,MPEG audio file,Latin,2.97
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,12,2/11/08,0.99,1,Queen,Greatest Hits II,I'm Going Slightly Mad,Queen,"248,032",8.19M,MPEG audio file,Rock,0.99
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,12,2/11/08,0.99,2,Kiss,Greatest Kiss,God Of Thunder,Paul Stanley,"255,791",8.31M,MPEG audio file,Rock,1.98
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,12,2/11/08,0.99,2,Various Artists,AxÃ© Bahia 2001,Lavadeira,"Do Vale, Valverde/Gal Oliveira/Luciano Pinto","214,256",7.25M,MPEG audio file,Pop,1.98
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,12,2/11/08,0.99,1,Led Zeppelin,BBC Sessions [Disc 1] [Live],You Shook Me(2),J B Lenoir/Willie Dixon,"619,467",20.14M,MPEG audio file,Rock,0.99
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,12,2/11/08,0.99,3,Various Artists,Carnaval 2001,Leandro De Itaquera 2001,null,"274,808",9.45M,MPEG audio file,Soundtrack,2.97
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,12,2/11/08,0.99,3,AntÃ´nio Carlos Jobim,Chill: Brazil (Disc 2),Bumbo Da Mangueira,VÃ¡rios,"270,158",9.07M,MPEG audio file,Latin,2.97
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,12,2/11/08,0.99,1,Marcos Valle,Chill: Brazil (Disc 1),All Star,Nando Reis,"176,326",5.89M,MPEG audio file,Latin,0.99
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,12,2/11/08,0.99,3,Queen,Greatest Hits II,Radio GA GA,Roger Taylor,"343,745",11.36M,MPEG audio file,Rock,2.97
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,12,2/11/08,0.99,3,Kiss,Greatest Kiss,Sure Know Something,"Paul Stanley, Vincent Poncia","242,468",7.94M,MPEG audio file,Rock,2.97
16,Frank,Harris,Google Inc.,Mountain View,CA,USA,North  America,94043-1351,+1 (650) 253-0000,fharris@google.com,13,2/19/08,0.99,4,Spyro Gyra,Heart of the Night,Valentino's,null,"296,124",9.85M,MPEG audio file,Jazz,3.96
17,Jack,Smith,Microsoft Corporation,Redmond,WA,USA,North  America,98052-8300,+1 (425) 882-8080,jacksmith@microsoft.com,14,3/4/08,0.99,1,Spyro Gyra,Heart of the Night,Believe,null,"310,778",10.32M,MPEG audio file,Jazz,0.99
19,Tim,Goyer,Apple Inc.,Cupertino,CA,USA,North  America,95014,+1 (408) 996-1010,tgoyer@apple.com,15,3/4/08,0.99,1,Green Day,International Superhits,Maria,Billie Joe Armstrong -Words Green Day -Music,"167,262",5.48M,MPEG audio file,Alternative & Punk,0.99
19,Tim,Goyer,Apple Inc.,Cupertino,CA,USA,North  America,95014,+1 (408) 996-1010,tgoyer@apple.com,15,3/4/08,0.99,4,Spyro Gyra,Heart of the Night,J Squared,null,"288,757",9.48M,MPEG audio file,Jazz,3.96
17,Jack,Smith,Microsoft Corporation,Redmond,WA,USA,North  America,98052-8300,+1 (425) 882-8080,jacksmith@microsoft.com,14,3/4/08,0.99,2,Spyro Gyra,Heart of the Night,As We Sleep,null,"316,865",10.43M,MPEG audio file,Jazz,1.98
21,Kathy,Chase,null,Reno,NV,USA,North  America,89503,+1 (775) 223-7665,kachase@hotmail.com,16,3/5/08,0.99,1,Green Day,International Superhits,Basket Case,Billie Joe Armstrong -Words Green Day -Music,"181,629",5.95M,MPEG audio file,Alternative & Punk,0.99
21,Kathy,Chase,null,Reno,NV,USA,North  America,89503,+1 (775) 223-7665,kachase@hotmail.com,16,3/5/08,0.99,4,Green Day,International Superhits,Geek Stink Breath,Billie Joe Armstrong -Words Green Day -Music,"135,888",4.41M,MPEG audio file,Alternative & Punk,3.96
21,Kathy,Chase,null,Reno,NV,USA,North  America,89503,+1 (775) 223-7665,kachase@hotmail.com,16,3/5/08,0.99,5,Green Day,International Superhits,Longview,Billie Joe Armstrong -Words Green Day -Music,"234,083",7.71M,MPEG audio file,Alternative & Punk,4.95
21,Kathy,Chase,null,Reno,NV,USA,North  America,89503,+1 (775) 223-7665,kachase@hotmail.com,16,3/5/08,0.99,3,Green Day,International Superhits,She,Billie Joe Armstrong -Words Green Day -Music,"134,164",4.43M,MPEG audio file,Alternative & Punk,2.97
25,Victor,Stevens,null,Madison,WI,USA,North  America,53703,+1 (608) 257-0597,vstevens@yahoo.com,17,3/6/08,0.99,1,Green Day,International Superhits,Nice Guys Finish Last,Billie Joe Armstrong -Words Green Day -Music,"170,187",5.60M,MPEG audio file,Alternative & Punk,0.99
25,Victor,Stevens,null,Madison,WI,USA,North  America,53703,+1 (608) 257-0597,vstevens@yahoo.com,17,3/6/08,0.99,3,David Coverdale,Into The Light,Don't You Cry,David Coverdale,"347,036",11.27M,MPEG audio file,Rock,2.97
25,Victor,Stevens,null,Madison,WI,USA,North  America,53703,+1 (608) 257-0597,vstevens@yahoo.com,17,3/6/08,0.99,4,David Coverdale,Into The Light,Wherever You May Go,David Coverdale,"239,699",7.80M,MPEG audio file,Rock,3.96
25,Victor,Stevens,null,Madison,WI,USA,North  America,53703,+1 (608) 257-0597,vstevens@yahoo.com,17,3/6/08,0.99,5,Green Day,International Superhits,Stuck With Me,Billie Joe Armstrong -Words Green Day -Music,"135,523",4.43M,MPEG audio file,Alternative & Punk,4.95
25,Victor,Stevens,null,Madison,WI,USA,North  America,53703,+1 (608) 257-0597,vstevens@yahoo.com,17,3/6/08,0.99,5,Green Day,International Superhits,Macy's Day Parade,Billie Joe Armstrong -Words Green Day -Music,"213,420",7.08M,MPEG audio file,Alternative & Punk,4.95
25,Victor,Stevens,null,Madison,WI,USA,North  America,53703,+1 (608) 257-0597,vstevens@yahoo.com,17,3/6/08,0.99,1,David Coverdale,Into The Light,Living On Love,Bossi/David Coverdale/Earl Slick,"391,549",12.79M,MPEG audio file,Rock,0.99
31,Martha,Silk,null,Halifax,NS,Canada,North  America,B3S 1C5,+1 (902) 450-0450,marthasilk@gmail.com,18,3/9/08,0.99,2,Gonzaguinha,Meus Momentos,"Diga LÃ¡, CoraÃ§Ã£o",null,"255,921",8.28M,MPEG audio file,Latin,1.98
31,Martha,Silk,null,Halifax,NS,Canada,North  America,B3S 1C5,+1 (902) 450-0450,marthasilk@gmail.com,18,3/9/08,0.99,3,Chico Buarque,Minha Historia,Podres Poderes,null,"259,761",8.62M,MPEG audio file,Latin,2.97
31,Martha,Silk,null,Halifax,NS,Canada,North  America,B3S 1C5,+1 (902) 450-0450,marthasilk@gmail.com,18,3/9/08,0.99,4,Os Mutantes,Minha HistÃ_ria,Ando Meio Desligado,Arnaldo Baptista - Rita Lee -  SÃ©rgio Dias,"287,817",9.48M,MPEG audio file,Alternative & Punk,3.96
31,Martha,Silk,null,Halifax,NS,Canada,North  America,B3S 1C5,+1 (902) 450-0450,marthasilk@gmail.com,18,3/9/08,0.99,3,Os Mutantes,Minha HistÃ_ria,Meu Refrigerador NÃ£o Funciona,Arnaldo Baptista - Rita Lee - SÃ©rgio Dias,"382,981",12.50M,MPEG audio file,Alternative & Punk,2.97
31,Martha,Silk,null,Halifax,NS,Canada,North  America,B3S 1C5,+1 (902) 450-0450,marthasilk@gmail.com,18,3/9/08,0.99,4,Led Zeppelin,Physical Graffiti [Disc 1],Trampled Under Foot,John Paul Jones,"336,692",11.15M,MPEG audio file,Rock,3.96
31,Martha,Silk,null,Halifax,NS,Canada,North  America,B3S 1C5,+1 (902) 450-0450,marthasilk@gmail.com,18,3/9/08,0.99,2,Gonzaguinha,Meus Momentos,Comportamento Geral,Gonzaga Jr,"181,577",6.00M,MPEG audio file,Latin,1.98
31,Martha,Silk,null,Halifax,NS,Canada,North  America,B3S 1C5,+1 (902) 450-0450,marthasilk@gmail.com,18,3/9/08,0.99,4,Chico Buarque,Minha Historia,Queixa,null,"299,676",9.95M,MPEG audio file,Latin,3.96
31,Martha,Silk,null,Halifax,NS,Canada,North  America,B3S 1C5,+1 (902) 450-0450,marthasilk@gmail.com,18,3/9/08,0.99,4,Os Mutantes,Minha HistÃ_ria,Vida De Cachorro,Rita Lee - Arnaldo Baptista - SÃ©rgio Baptista,"195,186",6.41M,MPEG audio file,Alternative & Punk,3.96
31,Martha,Silk,null,Halifax,NS,Canada,North  America,B3S 1C5,+1 (902) 450-0450,marthasilk@gmail.com,18,3/9/08,0.99,2,Deep Purple,MK III The Final Concerts [Disc 1],Smoke On The Water,Gillan/Glover/Lord/Paice,"618,031",20.10M,MPEG audio file,Rock,1.98
40,Dominique,Lefebvre,null,Paris,null,France,Europe,75002,+33 01 47 42 71 71,dominiquelefebvre@gmail.com,19,3/14/08,0.99,5,Miles Davis,The Essential Miles Davis [Disc 1],Compulsion,Miles Davis,"345,025",11.25M,MPEG audio file,Jazz,4.95
40,Dominique,Lefebvre,null,Paris,null,France,Europe,75002,+33 01 47 42 71 71,dominiquelefebvre@gmail.com,19,3/14/08,0.99,1,Miles Davis,The Essential Miles Davis [Disc 2],Jean Pierre (Live),Miles Davis,"243,461",7.96M,MPEG audio file,Jazz,0.99
